State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
OK,136,917,no,no,8,220.75,45,37.53,255.3,132,21.7,169.66,129,7.63,16.71,10,4.51,4,no
LA,240,917,no,yes,37,258.89,17,44.01,337.38,66,28.68,292.26,6,13.15,7.61,9,2.05,1,no
IN,109,415,no,yes,49,214.3,42,36.43,54.49,22,4.63,327.59,176,14.74,1.27,2,0.34,1,yes
LA,65,202,no,yes,5,5.84,160,0.99,79.58,188,6.76,346.22,8,15.58,1.32,7,0.36,3,no
WY,86,415,yes,no,18,68.17,92,11.59,78.99,73,6.71,138.79,26,6.25,0.85,0,0.23,3,no
OK,244,503,no,yes,43,283.66,102,48.22,7.33,4,0.62,346.82,129,15.61,8.18,7,2.21,6,yes
LA,145,415,yes,yes,10,95.43,123,16.22,211.44,150,17.97,54.57,84,2.46,14.37,19,3.88,0,no
OH,71,713,yes,yes,1,256.05,9,43.53,234.75,81,19.95,88.74,195,3.99,4.07,10,1.1,5,no
VA,217,917,yes,no,46,130.24,72,22.14,210.88,24,17.92,31.16,59,1.4,12.93,6,3.49,8,yes
TX,45,305,yes,yes,43,182.66,186,31.05,24.96,7,2.12,95.11,111,4.28,13.74,15,3.71,1,no
NH,132,713,no,yes,43,23.79,30,4.04,24.23,148,2.06,268.78,85,12.1,5.1,6,1.38,4,no
FL,36,503,no,yes,8,63.43,155,10.78,73.64,1,6.26,298.52,176,13.43,12.01,12,3.24,9,yes
IA,70,407,no,yes,20,335.02,59,56.95,101.6,21,8.64,272.61,129,12.27,13.7,9,3.7,9,yes
NJ,159,619,no,yes,23,311.55,130,52.96,275.29,71,23.4,220.87,144,9.94,9.33,16,2.52,3,yes
IN,19,212,no,no,33,228.3,117,38.81,55.79,86,4.74,179.89,82,8.1,6.73,2,1.82,3,no
IA,189,408,no,yes,21,160.88,182,27.35,15.43,71,1.31,248.05,103,11.16,12.38,6,3.34,7,yes
IA,108,202,no,yes,2,236.52,13,40.21,137.9,67,11.72,136.79,87,6.16,19.56,10,5.28,5,no
TX,182,713,no,no,11,216.51,185,36.81,145.74,63,12.39,294.46,19,13.25,8.54,12,2.31,6,no
OK,167,702,yes,yes,27,198.99,142,33.83,157.82,93,13.41,237.02,125,10.67,7.83,4,2.11,8,no
IN,91,415,no,no,29,20.71,1,3.52,289.42,18,24.6,244.23,97,10.99,9.29,18,2.51,2,yes
RI,202,503,yes,no,25,221.48,23,37.65,34.3,127,2.92,187.58,159,8.44,1.52,14,0.41,1,yes
HI,90,646,no,no,47,269.12,63,45.75,246.38,86,20.94,309.83,50,13.94,11.06,0,2.99,2,no
WV,19,702,yes,no,20,347.93,198,59.15,118.28,81,10.05,88.21,87,3.97,6.57,4,1.77,7,no
VA,39,512,no,no,27,3.88,99,0.66,108.49,180,9.22,133.4,169,6.0,2.43,12,0.66,8,no
MA,126,214,no,yes,25,255.56,113,43.45,326.39,86,27.74,272.17,62,12.25,9.33,9,2.52,9,no
WY,195,713,no,no,32,200.13,23,34.02,86.96,96,7.39,172.46,88,7.76,0.07,4,0.02,4,no
IN,173,713,yes,yes,20,151.92,154,25.83,224.89,51,19.12,311.22,188,14.0,8.04,0,2.17,7,no
MO,141,646,yes,yes,34,44.65,164,7.59,96.29,174,8.18,121.24,189,5.46,2.11,9,0.57,6,no
RI,242,305,no,yes,33,143.18,90,24.34,177.5,81,15.09,129.27,130,5.82,0.49,17,0.13,8,yes
MO,220,510,no,yes,40,124.03,166,21.09,275.2,181,23.39,311.06,88,14.0,16.49,7,4.45,3,yes
OK,126,312,no,yes,46,105.99,190,18.02,308.6,171,26.23,162.53,91,7.31,18.32,19,4.95,9,yes
NJ,58,408,yes,yes,17,255.81,25,43.49,293.54,96,24.95,180.64,75,8.13,4.15,2,1.12,2,no
LA,148,619,yes,yes,10,245.25,64,41.69,203.76,134,17.32,116.47,25,5.24,10.79,18,2.91,8,yes
IA,220,415,no,no,22,206.16,119,35.05,87.09,114,7.4,96.83,175,4.36,5.56,18,1.5,7,no
NH,200,646,yes,no,47,328.53,3,55.85,231.43,91,19.67,229.58,107,10.33,9.87,1,2.66,6,yes
HI,61,512,yes,no,21,122.45,156,20.82,248.47,0,21.12,41.94,7,1.89,8.73,16,2.36,0,no
IA,127,917,yes,no,16,85.33,0,14.51,3.74,62,0.32,307.75,132,13.85,5.38,15,1.45,1,no
TX,105,202,yes,no,4,229.57,49,39.03,153.72,166,13.07,272.72,138,12.27,14.01,9,3.78,8,yes
MA,167,202,yes,yes,43,69.58,109,11.83,295.14,18,25.09,66.76,41,3.0,2.53,15,0.68,4,no
TX,1,917,yes,no,10,110.25,138,18.74,171.36,30,14.57,242.91,118,10.93,1.06,4,0.29,0,no
IA,131,305,yes,yes,29,78.61,73,13.36,108.98,76,9.26,210.92,168,9.49,15.35,19,4.14,8,no
ID,205,206,no,no,14,24.2,186,4.11,305.13,120,25.94,64.59,107,2.91,13.32,2,3.6,0,yes
RI,92,407,yes,yes,26,289.62,61,49.24,54.56,23,4.64,95.62,146,4.3,9.97,2,2.69,7,yes
CO,190,408,no,no,34,89.09,80,15.15,72.26,68,6.14,143.15,175,6.44,9.36,1,2.53,4,yes
WY,249,408,no,yes,32,165.56,163,28.15,240.58,192,20.45,244.73,180,11.01,9.95,3,2.69,5,yes
FL,191,702,no,yes,19,15.16,55,2.58,123.35,160,10.48,223.55,182,10.06,8.74,17,2.36,0,yes
TX,113,718,yes,no,15,244.77,110,41.61,249.56,58,21.21,186.28,119,8.38,7.86,1,2.12,1,yes
OK,153,646,yes,yes,33,115.7,20,19.67,55.2,113,4.69,268.94,188,12.1,9.99,5,2.7,6,no
NH,56,415,yes,yes,1,260.66,140,44.31,88.29,160,7.5,265.28,159,11.94,10.57,2,2.85,1,no
NJ,161,408,no,no,34,144.34,8,24.54,54.83,159,4.66,216.25,45,9.73,13.84,2,3.74,4,no
VA,166,202,no,yes,39,68.51,138,11.65,333.52,186,28.35,275.45,91,12.4,14.22,1,3.84,8,yes
MT,117,305,yes,yes,27,179.61,69,30.53,141.89,100,12.06,116.99,163,5.26,7.55,2,2.04,4,no
NH,134,415,no,no,46,45.68,128,7.77,118.03,168,10.03,308.44,145,13.88,8.27,16,2.23,2,no
RI,58,312,no,no,38,154.19,117,26.21,4.97,11,0.42,215.22,73,9.68,7.47,13,2.02,5,no
OH,44,305,yes,no,5,111.06,197,18.88,53.7,118,4.56,287.83,95,12.95,10.73,6,2.9,6,yes
OK,173,206,no,no,8,319.19,55,54.26,147.4,138,12.53,191.2,17,8.6,9.07,5,2.45,9,no
IN,160,619,yes,no,19,21.33,30,3.63,23.98,96,2.04,76.45,139,3.44,17.79,7,4.8,9,no
HI,173,713,yes,yes,0,242.91,36,41.29,178.76,146,15.19,189.84,114,8.54,13.93,18,3.76,7,yes
HI,61,503,no,yes,7,63.96,174,10.87,159.26,181,13.54,129.89,71,5.85,17.97,18,4.85,2,yes
OH,47,305,no,no,22,111.67,90,18.98,268.51,56,22.82,244.12,45,10.99,14.18,11,3.83,3,yes
RI,149,917,yes,no,2,145.43,113,24.72,230.93,41,19.63,166.53,182,7.49,19.42,4,5.24,9,yes
HI,80,503,no,yes,3,317.81,127,54.03,156.08,97,13.27,292.64,37,13.17,12.71,4,3.43,3,no
NJ,118,312,no,no,24,84.9,174,14.43,78.63,198,6.68,237.33,129,10.68,19.27,13,5.2,1,yes
LA,213,407,yes,yes,46,31.96,121,5.43,254.4,30,21.62,239.59,8,10.78,3.16,16,0.85,6,no
FL,203,415,yes,yes,37,111.54,68,18.96,247.75,179,21.06,76.0,107,3.42,1.05,15,0.28,3,no
CO,229,619,no,yes,14,36.64,185,6.23,53.65,1,4.56,344.49,132,15.5,11.58,3,3.13,3,yes
TX,164,512,no,no,20,45.01,35,7.65,320.16,165,27.21,294.59,97,13.26,19.67,7,5.31,7,no
RI,227,212,no,no,34,200.85,31,34.14,22.54,31,1.92,276.15,18,12.43,8.35,2,2.25,5,no
LA,147,408,no,yes,45,21.32,63,3.62,19.26,137,1.64,115.58,70,5.2,4.24,4,1.14,5,no
HI,20,407,yes,yes,13,10.83,198,1.84,65.57,104,5.57,187.47,38,8.44,10.43,6,2.82,8,no
VA,185,713,no,no,35,250.04,169,42.51,318.31,135,27.06,47.99,41,2.16,12.98,17,3.5,3,no
FL,146,214,no,yes,11,126.58,47,21.52,182.0,74,15.47,188.47,144,8.48,6.3,7,1.7,8,yes
OK,47,415,yes,yes,16,43.88,80,7.46,275.78,104,23.44,51.06,190,2.3,14.3,10,3.86,0,no
FL,233,415,no,yes,38,88.76,157,15.09,79.75,147,6.78,193.56,89,8.71,19.5,13,5.26,8,no
NY,49,312,yes,yes,8,224.73,148,38.2,171.58,147,14.58,227.05,173,10.22,17.94,17,4.84,0,yes
VA,14,312,yes,yes,34,96.44,59,16.39,125.4,126,10.66,136.57,106,6.15,5.83,12,1.57,6,no
MT,143,212,yes,no,12,173.08,140,29.42,289.74,8,24.63,174.49,147,7.85,6.53,5,1.76,5,no
MT,159,702,no,yes,14,42.59,0,7.24,7.91,199,0.67,306.48,197,13.79,7.43,12,2.01,6,no
MA,1,510,yes,yes,17,205.83,64,34.99,85.34,14,7.25,38.0,135,1.71,7.89,0,2.13,8,yes
LA,117,404,no,yes,32,110.63,32,18.81,53.4,96,4.54,277.11,95,12.47,2.01,10,0.54,9,yes
MT,54,305,yes,yes,5,219.44,37,37.3,300.72,104,25.56,59.76,146,2.69,15.24,6,4.11,3,no
VA,118,404,no,no,26,282.94,24,48.1,163.64,62,13.91,12.85,31,0.58,7.31,9,1.97,8,no
FL,3,305,no,yes,22,214.08,153,36.39,141.48,20,12.03,64.95,125,2.92,17.6,1,4.75,2,no
IA,144,305,yes,yes,26,103.51,58,17.6,157.32,4,13.37,267.77,146,12.05,18.54,15,5.01,9,yes
ID,215,312,no,no,33,89.51,160,15.22,340.17,124,28.91,141.79,23,6.38,0.49,4,0.13,8,no
WY,185,917,yes,yes,45,114.6,100,19.48,297.59,162,25.3,305.38,23,13.74,19.77,15,5.34,0,yes
NJ,203,718,yes,yes,37,57.62,126,9.8,247.23,84,21.01,183.65,183,8.26,14.2,15,3.83,4,no
TX,12,407,yes,no,13,63.41,40,10.78,101.67,195,8.64,7.79,119,0.35,10.41,14,2.81,9,no
OK,74,202,no,yes,35,276.74,157,47.05,57.81,112,4.91,250.85,17,11.29,7.79,8,2.1,4,yes
MT,224,415,yes,no,7,134.66,56,22.89,322.5,175,27.41,38.58,139,1.74,10.37,0,2.8,0,no
RI,16,415,yes,yes,34,152.6,176,25.94,148.08,79,12.59,276.28,40,12.43,6.49,8,1.75,0,no
MT,200,619,yes,no,18,207.92,47,35.35,97.56,189,8.29,58.84,86,2.65,12.45,10,3.36,2,yes
MA,102,404,no,no,29,206.38,71,35.08,164.82,115,14.01,120.91,175,5.44,1.86,4,0.5,8,yes
ID,204,718,yes,no,13,23.58,176,4.01,321.25,162,27.31,266.45,81,11.99,12.42,5,3.35,6,no
CO,152,408,no,yes,19,291.04,174,49.48,135.47,197,11.51,333.98,191,15.03,5.51,7,1.49,5,no
OH,156,702,yes,no,48,62.06,55,10.55,196.92,96,16.74,130.0,143,5.85,0.35,14,0.09,8,no
WY,117,312,no,no,24,253.08,64,43.02,281.04,20,23.89,290.29,150,13.06,11.05,15,2.98,3,yes
TX,8,305,no,no,39,270.43,11,45.97,149.5,79,12.71,66.78,166,3.01,11.57,17,3.12,3,no
VA,122,206,yes,yes,23,250.21,68,42.54,81.74,38,6.95,282.51,32,12.71,8.53,11,2.3,2,yes
NJ,92,619,no,yes,13,202.64,133,34.45,348.08,161,29.59,230.12,23,10.36,1.45,3,0.39,4,no
WV,164,619,no,no,25,5.11,88,0.87,334.8,120,28.46,67.46,60,3.04,17.87,15,4.82,4,no
CO,90,415,yes,no,37,126.13,192,21.44,295.22,123,25.09,105.88,54,4.76,12.23,10,3.3,9,no
NY,136,512,no,yes,22,211.69,24,35.99,240.93,142,20.48,46.12,188,2.08,2.31,6,0.62,6,no
NH,186,512,no,yes,21,135.61,0,23.05,103.2,5,8.77,134.04,83,6.03,10.22,14,2.76,6,no
FL,60,917,no,yes,47,302.22,159,51.38,319.69,193,27.17,71.28,167,3.21,9.95,16,2.69,5,no
TX,178,404,no,no,18,108.08,130,18.37,96.44,55,8.2,225.4,185,10.14,1.21,14,0.33,3,yes
NJ,28,202,yes,no,45,102.74,48,17.47,280.28,48,23.82,348.08,118,15.66,12.14,9,3.28,6,yes
WV,220,214,no,yes,2,93.1,146,15.83,321.39,91,27.32,4.2,71,0.19,16.17,3,4.37,1,no
RI,101,702,no,no,41,116.47,59,19.8,211.05,128,17.94,189.32,73,8.52,14.98,16,4.04,8,yes
WY,41,713,no,yes,18,195.09,156,33.17,281.07,64,23.89,200.78,128,9.04,4.06,3,1.1,6,yes
MO,228,407,no,yes,8,247.46,177,42.07,277.09,27,23.55,319.97,84,14.4,17.25,10,4.66,1,yes
IA,192,312,no,no,27,231.9,1,39.42,67.61,99,5.75,177.1,152,7.97,6.85,3,1.85,9,no
TX,155,646,yes,yes,19,282.7,72,48.06,233.77,147,19.87,190.3,95,8.56,18.93,11,5.11,1,no
FL,246,214,yes,yes,44,310.07,183,52.71,32.71,175,2.78,165.08,52,7.43,1.43,9,0.39,5,yes
MA,191,646,no,yes,6,285.63,144,48.56,177.75,71,15.11,94.12,188,4.24,9.72,13,2.62,6,no
OH,145,312,no,yes,13,6.63,187,1.13,56.78,64,4.83,19.61,173,0.88,11.94,17,3.22,8,yes
NH,201,212,no,yes,8,257.57,109,43.79,145.72,50,12.39,143.03,109,6.44,4.95,5,1.34,3,yes
IN,161,702,no,yes,18,72.94,163,12.4,291.54,170,24.78,18.41,59,0.83,15.43,4,4.17,7,yes
LA,245,718,yes,no,46,46.52,60,7.91,345.51,48,29.37,192.67,50,8.67,12.54,1,3.39,9,yes
IA,212,305,no,no,13,223.47,16,37.99,111.29,152,9.46,107.55,120,4.84,0.36,12,0.1,1,no
WY,205,214,no,yes,37,111.91,48,19.02,186.18,73,15.83,186.76,72,8.4,12.17,13,3.29,5,no
OH,220,646,yes,no,35,19.99,75,3.4,178.95,168,15.21,47.0,175,2.11,9.83,2,2.65,3,yes
WY,240,404,yes,no,39,48.17,187,8.19,334.04,198,28.39,326.42,167,14.69,3.92,10,1.06,7,no
VA,157,510,yes,no,16,0.33,147,0.06,167.5,191,14.24,313.08,6,14.09,19.91,3,5.38,8,no
OK,141,202,yes,no,29,316.13,177,53.74,244.69,188,20.8,66.5,74,2.99,17.94,12,4.84,1,no
IN,46,713,no,yes,8,8.62,130,1.47,322.63,11,27.42,120.21,18,5.41,5.85,7,1.58,6,yes
MA,35,202,no,no,32,73.31,42,12.46,130.68,103,11.11,214.72,142,9.66,10.82,7,2.92,6,no
TX,134,312,no,yes,24,145.69,56,24.77,315.74,80,26.84,33.49,69,1.51,6.33,12,1.71,7,yes
MA,82,206,yes,yes,13,124.8,49,21.22,321.11,196,27.29,124.1,188,5.58,15.51,9,4.19,4,no
MO,115,404,no,yes,10,319.1,195,54.25,325.73,126,27.69,87.89,55,3.96,18.61,12,5.02,2,yes
FL,197,713,yes,yes,34,14.1,177,2.4,94.66,13,8.05,320.43,137,14.42,7.18,12,1.94,0,no
IA,47,305,yes,no,40,179.28,36,30.48,140.12,33,11.91,298.38,173,13.43,16.11,16,4.35,3,yes
CO,153,512,no,yes,13,238.17,45,40.49,304.64,47,25.89,202.94,79,9.13,9.97,5,2.69,2,no
RI,194,312,no,yes,29,326.09,169,55.44,125.71,60,10.69,182.12,108,8.2,7.93,1,2.14,1,yes
VA,10,503,no,yes,40,217.13,14,36.91,210.09,34,17.86,325.75,184,14.66,18.77,16,5.07,5,yes
FL,56,212,yes,no,3,281.31,160,47.82,41.32,118,3.51,326.35,34,14.69,10.21,11,2.76,6,yes
FL,30,702,no,yes,3,29.3,79,4.98,19.7,64,1.67,339.27,71,15.27,9.35,5,2.52,9,no
IN,242,415,yes,no,27,135.08,138,22.96,144.2,58,12.26,43.88,91,1.97,13.45,4,3.63,6,yes
TX,109,512,yes,yes,7,130.88,147,22.25,202.62,35,17.22,56.2,2,2.53,5.22,4,1.41,7,no
WY,5,512,yes,no,1,310.2,23,52.73,137.44,146,11.68,236.86,65,10.66,6.5,8,1.76,1,yes
MO,119,415,no,no,40,52.98,124,9.01,202.21,41,17.19,189.5,180,8.53,18.64,2,5.03,9,yes
ID,248,510,no,yes,45,53.16,191,9.04,180.28,68,15.32,6.46,51,0.29,13.57,19,3.66,5,yes
WV,33,702,no,no,21,115.0,117,19.55,240.0,146,20.4,21.69,92,0.98,16.53,4,4.46,5,yes
NH,118,917,yes,yes,40,19.06,79,3.24,227.34,106,19.32,310.83,180,13.99,5.42,6,1.46,9,no
CO,65,407,no,yes,15,63.86,93,10.86,148.49,38,12.62,304.1,181,13.68,10.88,11,2.94,0,yes
MO,146,212,no,no,28,337.82,64,57.43,148.75,68,12.64,125.04,46,5.63,19.43,6,5.25,1,yes
OK,224,619,no,no,48,149.86,87,25.48,49.27,179,4.19,311.87,2,14.03,6.37,9,1.72,8,yes
RI,239,407,no,no,47,221.21,87,37.61,179.63,11,15.27,207.79,192,9.35,3.21,7,0.87,7,no
VA,177,312,yes,yes,29,254.14,144,43.2,205.51,82,17.47,282.07,142,12.69,10.22,16,2.76,3,yes
MT,11,206,yes,yes,11,128.44,125,21.83,166.77,174,14.18,149.6,83,6.73,7.76,4,2.1,5,yes
CO,85,415,yes,yes,34,51.53,88,8.76,114.0,35,9.69,39.69,33,1.79,3.19,14,0.86,1,no
RI,26,718,yes,no,10,72.3,60,12.29,252.58,125,21.47,151.8,49,6.83,17.77,8,4.8,4,no
OH,63,718,no,no,45,109.64,14,18.64,26.13,62,2.22,160.05,32,7.2,19.81,10,5.35,1,no
IA,217,917,no,no,49,222.62,93,37.85,320.05,75,27.2,192.83,72,8.68,11.37,12,3.07,4,yes
IA,86,404,no,no,20,139.4,50,23.7,7.23,81,0.61,36.95,2,1.66,15.49,17,4.18,6,no
HI,59,206,yes,no,20,2.39,26,0.41,336.82,50,28.63,346.99,1,15.61,17.18,16,4.64,6,yes
HI,27,512,no,yes,4,183.19,73,31.14,161.82,42,13.75,85.45,131,3.85,14.02,8,3.79,8,no
FL,177,503,no,yes,47,322.53,60,54.83,144.43,33,12.28,69.49,15,3.13,0.88,9,0.24,2,no
MO,205,718,yes,no,19,284.23,185,48.32,89.76,96,7.63,184.38,181,8.3,3.15,4,0.85,3,no
TX,161,404,no,yes,36,288.82,30,49.1,3.52,48,0.3,188.02,32,8.46,1.42,10,0.38,8,no
WY,98,646,yes,no,2,278.27,11,47.31,96.18,145,8.18,153.94,8,6.93,0.2,14,0.05,7,no
FL,105,510,yes,no,43,113.31,45,19.26,38.29,124,3.25,270.16,56,12.16,6.12,1,1.65,6,no
NY,99,702,yes,no,32,267.82,158,45.53,230.94,188,19.63,180.83,39,8.14,7.85,19,2.12,7,no
MT,129,404,no,no,8,50.11,31,8.52,111.68,56,9.49,213.39,51,9.6,4.82,13,1.3,8,no
WY,149,646,no,yes,8,230.2,159,39.13,268.51,92,22.82,253.31,15,11.4,1.29,4,0.35,3,yes
WY,240,404,yes,no,3,224.55,180,38.17,72.42,108,6.16,8.76,135,0.39,10.6,5,2.86,4,no
ID,55,415,no,no,34,8.95,60,1.52,315.08,4,26.78,199.73,86,8.99,5.47,14,1.48,8,no
TX,6,408,no,no,16,275.79,45,46.88,183.04,23,15.56,309.47,59,13.93,15.92,3,4.3,6,yes
MT,220,503,no,no,33,316.14,84,53.74,40.08,191,3.41,6.09,163,0.27,0.16,9,0.04,3,yes
WV,209,305,no,yes,23,93.6,79,15.91,140.3,58,11.93,141.81,2,6.38,16.85,18,4.55,5,no
IN,197,917,no,no,31,284.34,134,48.34,72.37,37,6.15,324.18,14,14.59,19.1,8,5.16,0,yes
HI,95,646,yes,no,0,28.84,3,4.9,69.89,160,5.94,123.6,101,5.56,14.32,9,3.87,0,yes
ID,133,512,no,no,7,209.99,51,35.7,177.23,9,15.06,160.56,22,7.23,14.67,3,3.96,8,yes
IN,102,646,yes,yes,44,169.98,158,28.9,235.16,164,19.99,343.54,130,15.46,18.67,3,5.04,7,no
VA,3,702,no,yes,22,191.07,111,32.48,319.07,125,27.12,69.76,157,3.14,4.18,5,1.13,0,no
NJ,181,510,yes,yes,46,324.17,35,55.11,175.76,10,14.94,22.84,172,1.03,19.89,7,5.37,1,yes
MT,23,718,yes,yes,39,304.96,181,51.84,338.04,23,28.73,300.8,16,13.54,15.47,15,4.18,3,yes
FL,229,415,yes,yes,11,274.78,53,46.71,329.57,87,28.01,303.96,113,13.68,14.53,7,3.92,0,no
ID,53,206,no,yes,11,95.79,118,16.28,302.77,198,25.74,165.23,185,7.44,7.22,15,1.95,1,yes
ID,165,206,no,no,45,319.14,126,54.25,174.99,113,14.87,179.97,57,8.1,10.92,5,2.95,4,no
MO,202,619,yes,no,46,34.13,16,5.8,49.32,20,4.19,292.53,109,13.16,13.08,16,3.53,7,no
FL,202,206,no,yes,14,298.67,74,50.77,76.27,147,6.48,258.5,184,11.63,12.41,0,3.35,5,yes
NJ,83,702,yes,no,40,114.86,157,19.53,226.68,9,19.27,92.8,134,4.18,14.1,18,3.81,5,no
MO,145,619,yes,yes,18,18.82,104,3.2,147.61,174,12.55,5.91,166,0.27,1.65,17,0.45,3,no
CO,85,408,no,yes,25,234.27,149,39.83,51.38,174,4.37,167.9,77,7.56,7.11,16,1.92,1,no
HI,78,415,no,no,28,80.95,116,13.76,167.65,142,14.25,300.62,185,13.53,8.68,16,2.34,2,no
MT,201,214,no,no,21,85.25,42,14.49,6.1,171,0.52,313.54,183,14.11,5.21,11,1.41,5,yes
MA,110,917,no,yes,39,107.12,111,18.21,256.86,189,21.83,334.68,142,15.06,3.45,11,0.93,5,yes
TX,1,713,yes,no,20,22.29,114,3.79,25.75,133,2.19,307.85,43,13.85,2.78,5,0.75,4,yes
MA,51,408,no,no,37,61.99,26,10.54,220.19,65,18.72,203.02,11,9.14,7.33,6,1.98,5,no
CO,173,404,no,no,19,1.8,36,0.31,277.55,121,23.59,155.61,7,7.0,9.87,7,2.66,5,yes
TX,205,407,yes,no,28,155.89,45,26.5,46.43,131,3.95,271.2,79,12.2,1.26,2,0.34,0,no
OH,4,917,yes,yes,3,29.49,112,5.01,181.52,22,15.43,258.94,40,11.65,18.93,16,5.11,5,no
MO,190,408,yes,yes,6,238.93,34,40.62,272.67,12,23.18,188.35,161,8.48,15.3,7,4.13,4,yes
VA,193,408,yes,yes,27,82.47,131,14.02,91.22,158,7.75,30.56,45,1.38,14.62,10,3.95,7,yes
MO,113,202,yes,yes,27,330.25,79,56.14,57.02,15,4.85,324.13,28,14.59,3.46,19,0.93,8,no
OK,232,202,no,no,3,304.94,79,51.84,117.89,40,10.02,159.46,15,7.18,12.08,17,3.26,5,yes
FL,32,713,no,no,21,101.3,153,17.22,194.14,0,16.5,127.17,132,5.72,10.59,15,2.86,9,no
RI,34,312,no,yes,11,274.13,120,46.6,201.35,110,17.11,220.35,4,9.92,19.65,12,5.31,3,no
MT,92,718,no,no,44,281.14,146,47.79,45.81,11,3.89,235.84,29,10.61,14.95,8,4.04,2,yes
NH,95,212,no,no,2,345.3,121,58.7,160.15,118,13.61,73.74,116,3.32,11.52,18,3.11,9,no
ID,72,619,yes,yes,21,209.24,80,35.57,93.9,183,7.98,292.93,177,13.18,17.02,6,4.6,0,no
OK,39,407,no,no,43,28.69,172,4.88,294.71,177,25.05,101.48,4,4.57,3.1,16,0.84,6,yes
MT,154,512,yes,no,1,226.39,153,38.49,109.75,19,9.33,65.34,140,2.94,0.3,7,0.08,4,no
WY,162,312,yes,no,23,218.74,149,37.19,293.55,193,24.95,142.24,48,6.4,13.8,7,3.73,3,yes
ID,182,646,yes,yes,33,223.42,118,37.98,150.0,35,12.75,255.7,88,11.51,1.97,2,0.53,8,no
MT,118,510,no,no,26,107.5,57,18.28,254.31,78,21.62,337.91,49,15.21,2.31,15,0.62,6,no
FL,3,415,no,yes,40,300.89,62,51.15,178.52,165,15.17,283.25,13,12.75,14.89,11,4.02,9,no
WY,123,312,no,no,0,335.82,155,57.09,217.69,149,18.5,329.12,107,14.81,5.41,14,1.46,7,no
NJ,50,312,no,no,7,76.2,192,12.95,138.37,107,11.76,49.21,45,2.21,12.57,3,3.39,3,yes
NH,12,503,no,yes,22,30.85,171,5.24,268.87,188,22.85,24.91,81,1.12,18.35,6,4.95,9,no
OK,193,407,yes,yes,37,68.09,99,11.58,148.82,177,12.65,195.2,125,8.78,6.33,10,1.71,9,yes
IN,54,415,yes,no,5,287.19,170,48.82,160.11,95,13.61,101.6,83,4.57,4.34,4,1.17,7,no
IA,236,407,yes,yes,21,236.83,164,40.26,181.19,58,15.4,289.82,33,13.04,2.13,12,0.58,3,yes
IN,133,404,yes,yes,24,222.62,65,37.85,291.14,19,24.75,235.2,70,10.58,2.61,10,0.7,0,yes
OK,222,206,yes,no,17,140.63,144,23.91,230.78,163,19.62,339.75,174,15.29,1.24,4,0.33,7,no
VA,222,718,yes,yes,16,202.24,167,34.38,122.21,125,10.39,89.18,59,4.01,1.75,7,0.47,0,yes
MA,57,404,yes,no,11,107.76,165,18.32,234.61,96,19.94,170.02,73,7.65,8.64,16,2.33,2,yes
MA,145,702,no,yes,5,167.02,84,28.39,224.85,142,19.11,175.43,80,7.89,6.42,10,1.73,6,yes
TX,112,713,no,no,25,277.57,188,47.19,325.86,61,27.7,83.71,138,3.77,14.13,18,3.82,2,no
LA,47,917,yes,no,26,343.43,136,58.38,294.5,130,25.03,206.53,97,9.29,17.4,17,4.7,7,yes
IA,151,646,yes,no,7,326.37,188,55.48,226.61,92,19.26,155.15,90,6.98,15.7,9,4.24,4,yes
OH,207,619,yes,yes,18,326.85,143,55.56,119.53,90,10.16,156.35,94,7.04,10.61,4,2.86,2,yes
NJ,229,408,yes,yes,41,140.78,122,23.93,272.85,132,23.19,126.96,177,5.71,2.05,0,0.55,4,yes
MT,85,202,no,yes,0,164.08,1,27.89,201.32,122,17.11,5.93,131,0.27,14.2,16,3.83,4,yes
NJ,142,202,no,yes,28,246.97,105,41.98,344.84,183,29.31,182.73,168,8.22,7.26,16,1.96,7,yes
IA,66,718,no,no,44,322.77,107,54.87,86.63,158,7.36,117.34,186,5.28,1.71,0,0.46,8,no
NY,75,917,no,no,48,49.7,71,8.45,27.88,85,2.37,0.46,59,0.02,16.85,0,4.55,5,yes
NY,179,408,yes,no,34,106.48,170,18.1,24.46,162,2.08,107.78,112,4.85,6.76,8,1.83,9,no
VA,103,512,no,yes,39,48.74,125,8.29,224.01,117,19.04,97.52,80,4.39,4.36,3,1.18,2,yes
MO,166,407,no,yes,13,214.2,169,36.41,328.74,198,27.94,137.71,189,6.2,17.43,8,4.71,1,yes
IN,192,646,yes,yes,34,107.21,56,18.23,0.68,197,0.06,46.15,83,2.08,18.04,13,4.87,2,no
CO,226,212,no,yes,47,114.14,80,19.4,254.02,25,21.59,177.69,24,8.0,6.78,14,1.83,8,no
VA,38,713,yes,no,44,24.82,194,4.22,229.97,117,19.55,242.35,32,10.91,7.1,15,1.92,6,no
HI,50,415,yes,no,19,122.43,157,20.81,256.31,0,21.79,220.56,18,9.93,11.59,15,3.13,8,no
LA,98,619,yes,yes,48,301.87,140,51.32,124.39,6,10.57,281.31,56,12.66,14.67,12,3.96,5,no
LA,82,305,yes,no,12,81.58,18,13.87,287.17,163,24.41,158.2,14,7.12,1.26,13,0.34,7,yes
